propinsi,kemitraan,umur,gender,sumber_benih,kud,kelompok
DI YOGYAKARTA,0,73,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,1
DI YOGYAKARTA,0,50,2,1,0,1
DI YOGYAKARTA,0,54,1,1,0,1
DI YOGYAKARTA,0,38,1,1,0,0
DI YOGYAKARTA,0,41,1,1,0,1
DI YOGYAKARTA,0,72,1,1,0,0
DI YOGYAKARTA,0,65,1,1,0,0
DI YOGYAKARTA,0,35,1,1,0,0
DI YOGYAKARTA,0,52,1,1,0,0
DI YOGYAKARTA,0,55,1,1,0,0
DI YOGYAKARTA,0,59,1,1,0,0
DI YOGYAKARTA,0,58,2,1,0,1
DI YOGYAKARTA,0,42,1,1,0,0
DI YOGYAKARTA,0,39,1,1,0,0
DI YOGYAKARTA,0,58,1,1,0,0
DI YOGYAKARTA,0,44,1,1,0,0
DI YOGYAKARTA,0,51,1,1,0,0
DI YOGYAKARTA,0,42,1,1,0,0
DI YOGYAKARTA,0,58,1,1,0,1
DI YOGYAKARTA,0,50,1,1,0,0
DI YOGYAKARTA,0,63,1,1,0,0
DI YOGYAKARTA,0,45,1,1,1,1
DI YOGYAKARTA,0,50,1,1,0,0
DI YOGYAKARTA,0,50,1,1,0,0
DI YOGYAKARTA,0,40,1,1,0,1
DI YOGYAKARTA,0,50,2,1,0,0
DI YOGYAKARTA,0,27,1,1,0,0
DI YOGYAKARTA,0,60,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,0
DI YOGYAKARTA,0,30,2,1,0,0
DI YOGYAKARTA,0,39,1,1,0,0
DI YOGYAKARTA,0,46,1,1,0,0
DI YOGYAKARTA,0,59,2,1,0,0
DI YOGYAKARTA,0,37,1,1,0,1
DI YOGYAKARTA,0,54,1,1,0,0
DI YOGYAKARTA,0,54,1,1,0,0
DI YOGYAKARTA,0,49,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,0
DI YOGYAKARTA,0,64,1,1,0,0
DI YOGYAKARTA,0,47,1,1,0,0
DI YOGYAKARTA,0,59,2,1,0,0
DI YOGYAKARTA,0,52,2,1,0,0
DI YOGYAKARTA,0,54,1,1,0,0
DI YOGYAKARTA,0,50,1,1,0,0
DI YOGYAKARTA,0,53,1,1,0,0
DI YOGYAKARTA,0,60,1,1,0,0
DI YOGYAKARTA,0,44,1,1,0,0
DI YOGYAKARTA,0,55,1,1,0,0
DI YOGYAKARTA,0,43,1,1,0,0
DI YOGYAKARTA,0,38,1,1,0,0
DI YOGYAKARTA,0,53,1,1,0,0
DI YOGYAKARTA,0,54,1,1,0,0
DI YOGYAKARTA,0,44,1,0,0,0
DI YOGYAKARTA,0,43,2,0,0,0
DI YOGYAKARTA,0,81,1,0,0,0
DI YOGYAKARTA,0,60,1,0,0,0
DI YOGYAKARTA,0,55,1,0,0,0
DI YOGYAKARTA,0,71,1,0,0,0
DI YOGYAKARTA,0,62,1,0,0,0
DI YOGYAKARTA,0,65,1,0,0,0
DI YOGYAKARTA,0,63,1,1,0,0
DI YOGYAKARTA,0,70,1,0,0,0
DI YOGYAKARTA,0,45,1,0,0,0
DI YOGYAKARTA,0,64,1,0,0,0
DI YOGYAKARTA,0,70,1,0,0,0
DI YOGYAKARTA,0,56,1,0,0,0
DI YOGYAKARTA,0,54,1,0,0,0
DI YOGYAKARTA,0,58,1,0,0,0
DI YOGYAKARTA,0,75,1,0,0,0
DI YOGYAKARTA,0,54,1,1,0,0
DI YOGYAKARTA,0,70,1,1,0,1
DI YOGYAKARTA,0,39,1,1,0,0
DI YOGYAKARTA,0,60,1,1,0,0
DI YOGYAKARTA,0,80,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,0
DI YOGYAKARTA,0,45,1,1,0,0
DI YOGYAKARTA,0,60,1,1,0,0
DI YOGYAKARTA,0,49,1,1,0,0
DI YOGYAKARTA,0,63,1,1,0,0
DI YOGYAKARTA,0,62,1,1,0,0
DI YOGYAKARTA,0,43,1,1,0,1
DI YOGYAKARTA,0,65,1,1,0,0
DI YOGYAKARTA,0,50,1,1,0,0
DI YOGYAKARTA,0,51,1,1,0,1
DI YOGYAKARTA,0,41,1,1,0,0
DI YOGYAKARTA,0,43,1,1,0,0
DI YOGYAKARTA,0,51,1,1,0,0
DI YOGYAKARTA,0,52,1,1,0,0
DI YOGYAKARTA,0,53,1,1,0,0
DI YOGYAKARTA,0,62,1,0,0,1
DI YOGYAKARTA,0,59,1,1,0,0
DI YOGYAKARTA,0,62,1,0,0,0
DI YOGYAKARTA,0,55,1,1,0,0
DI YOGYAKARTA,0,55,1,1,0,0
DI YOGYAKARTA,0,64,1,1,0,0
DI YOGYAKARTA,0,42,1,1,0,0
DI YOGYAKARTA,0,49,1,1,0,0
DI YOGYAKARTA,0,38,1,1,0,0
DI YOGYAKARTA,0,36,1,1,0,0
DI YOGYAKARTA,0,58,1,0,0,0
DI YOGYAKARTA,0,75,1,0,0,1
DI YOGYAKARTA,0,51,1,0,0,1
DI YOGYAKARTA,0,46,1,0,0,1
DI YOGYAKARTA,0,65,1,0,0,1
DI YOGYAKARTA,0,33,1,0,0,1
DI YOGYAKARTA,0,55,1,0,0,1
DI YOGYAKARTA,0,51,1,0,0,1
DI YOGYAKARTA,0,63,1,0,0,1
DI YOGYAKARTA,0,74,1,0,0,1
DI YOGYAKARTA,0,43,1,0,0,1
DI YOGYAKARTA,0,58,1,0,0,1
DI YOGYAKARTA,0,54,2,0,0,0
DI YOGYAKARTA,0,62,1,1,1,0
DI YOGYAKARTA,0,50,1,1,0,1
DI YOGYAKARTA,0,45,2,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,32,1,1,0,0
JAWA TIMUR,0,53,1,1,1,0
JAWA TIMUR,0,60,2,1,1,1
JAWA TIMUR,0,38,1,1,1,1
JAWA TIMUR,0,72,1,1,1,1
JAWA TIMUR,0,49,1,1,1,1
JAWA TIMUR,0,65,1,1,0,1
JAWA TIMUR,0,59,1,1,0,0
JAWA TIMUR,0,64,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,48,1,1,0,1
JAWA TIMUR,0,19,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,31,1,1,0,0
JAWA TIMUR,0,61,1,1,0,0
JAWA TIMUR,0,53,1,1,0,0
JAWA TIMUR,0,44,1,1,1,1
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,55,2,1,0,0
JAWA TIMUR,0,44,1,1,0,0
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,48,1,1,0,1
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,65,1,1,0,0
JAWA TIMUR,0,70,1,1,0,0
JAWA TIMUR,0,70,1,1,0,0
JAWA TIMUR,0,30,1,1,0,0
JAWA TIMUR,0,57,1,1,0,0
JAWA TIMUR,0,44,1,1,0,0
JAWA TIMUR,0,57,2,1,0,0
JAWA TIMUR,0,63,2,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,66,1,1,0,0
JAWA TIMUR,0,53,1,1,0,0
JAWA TIMUR,0,64,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,40,1,1,1,0
JAWA TIMUR,0,43,2,1,0,0
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,49,1,1,0,1
JAWA TIMUR,0,66,2,1,0,1
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,34,1,1,0,0
JAWA TIMUR,0,47,1,1,0,1
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,32,1,1,0,0
JAWA TIMUR,0,47,1,1,0,1
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,51,1,1,0,1
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,43,1,1,0,1
JAWA TIMUR,0,34,1,1,0,0
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,28,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,48,1,1,0,1
JAWA TIMUR,0,65,1,1,0,0
JAWA TIMUR,0,33,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,36,2,1,0,0
JAWA TIMUR,0,35,1,1,0,1
JAWA TIMUR,0,31,1,1,0,1
JAWA TIMUR,0,72,1,1,0,0
JAWA TIMUR,0,69,1,1,1,1
JAWA TIMUR,0,65,1,1,0,1
JAWA TIMUR,0,65,1,1,0,0
JAWA TIMUR,0,41,1,1,0,1
JAWA TIMUR,0,40,1,1,0,1
JAWA TIMUR,0,51,2,1,0,1
JAWA TIMUR,0,84,1,1,0,1
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,65,1,1,0,1
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,54,1,1,0,1
JAWA TIMUR,0,29,1,1,0,1
JAWA TIMUR,0,60,1,1,0,1
JAWA TIMUR,0,57,2,1,0,1
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,35,1,1,1,1
JAWA TIMUR,0,60,1,1,1,1
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,62,1,1,0,1
JAWA TIMUR,0,57,1,1,0,1
JAWA TIMUR,0,54,1,1,0,1
JAWA TIMUR,0,43,2,1,0,0
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,40,1,1,0,1
JAWA TIMUR,0,45,1,1,1,1
JAWA TIMUR,0,39,1,1,0,1
JAWA TIMUR,0,60,1,1,0,1
JAWA TIMUR,0,53,1,1,1,1
JAWA TIMUR,0,44,1,1,0,1
JAWA TIMUR,0,30,1,1,0,0
JAWA TIMUR,0,56,1,1,0,1
JAWA TIMUR,0,40,1,1,0,1
JAWA TIMUR,0,42,1,1,1,1
JAWA TIMUR,0,51,1,1,0,1
JAWA TIMUR,0,55,1,1,1,1
JAWA TIMUR,0,44,1,1,0,1
JAWA TIMUR,0,45,1,1,1,1
JAWA TIMUR,0,51,1,1,0,1
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,65,1,1,0,1
JAWA TIMUR,0,48,1,1,0,1
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,62,1,1,0,1
JAWA TIMUR,0,43,1,1,0,1
JAWA TIMUR,0,35,2,1,0,1
JAWA TIMUR,0,34,1,1,0,1
JAWA TIMUR,0,51,1,1,0,1
JAWA TIMUR,0,55,1,1,0,1
JAWA TIMUR,0,35,1,1,0,1
JAWA TIMUR,0,37,1,1,0,1
JAWA TIMUR,0,35,1,1,1,1
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,34,1,1,0,1
JAWA TIMUR,0,31,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,71,2,0,0,1
JAWA TIMUR,0,34,1,0,0,0
JAWA TIMUR,0,52,1,1,0,1
JAWA TIMUR,0,31,1,1,0,1
JAWA TIMUR,0,27,1,1,0,1
JAWA TIMUR,0,57,1,1,0,1
JAWA TIMUR,0,36,1,0,0,0
JAWA TIMUR,0,42,1,0,0,0
JAWA TIMUR,0,26,1,0,0,0
JAWA TIMUR,0,54,1,0,0,0
JAWA TIMUR,0,49,1,0,0,0
JAWA TIMUR,0,65,1,0,0,0
JAWA TIMUR,0,30,1,0,0,0
JAWA TIMUR,0,42,1,0,0,0
JAWA TIMUR,0,41,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,44,1,0,0,0
JAWA TIMUR,0,50,1,0,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,32,1,0,0,0
JAWA TIMUR,0,42,2,0,0,1
JAWA TIMUR,0,47,1,0,0,0
JAWA TIMUR,0,62,2,0,1,0
JAWA TIMUR,0,29,1,0,0,0
JAWA TIMUR,0,53,1,0,0,0
JAWA TIMUR,0,50,1,0,0,0
JAWA TIMUR,0,41,1,0,1,0
JAWA TIMUR,0,52,1,0,0,0
JAWA TIMUR,0,54,1,0,0,0
JAWA TIMUR,0,33,1,1,0,0
JAWA TIMUR,0,47,1,1,0,1
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,32,1,0,0,0
JAWA TIMUR,0,24,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,40,1,1,0,1
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,55,1,1,0,1
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,38,1,0,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,50,1,1,0,1
JAWA TIMUR,0,55,1,1,0,1
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,60,2,1,0,0
JAWA TIMUR,0,23,1,1,0,1
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,25,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,49,2,1,1,1
JAWA TIMUR,0,72,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,29,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,53,1,0,0,0
JAWA TIMUR,0,42,1,0,0,0
JAWA TIMUR,0,62,1,0,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,55,1,0,0,0
JAWA TIMUR,0,44,1,0,0,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,44,1,0,0,0
JAWA TIMUR,0,60,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,48,1,0,1,0
JAWA TIMUR,0,44,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,55,1,0,1,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,55,1,0,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,33,1,0,0,0
JAWA TIMUR,0,42,1,0,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,38,1,1,1,0
JAWA TIMUR,0,58,1,0,0,0
JAWA TIMUR,0,31,1,0,0,0
JAWA TIMUR,0,39,1,0,0,0
JAWA TIMUR,0,62,1,0,0,0
JAWA TIMUR,0,27,1,0,0,0
JAWA TIMUR,0,63,1,0,0,0
JAWA TIMUR,0,46,1,0,0,0
JAWA TIMUR,0,66,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,61,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,69,1,1,0,0
JAWA TIMUR,0,65,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,26,1,1,0,0
JAWA TIMUR,0,57,1,1,0,1
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,53,1,0,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,52,1,0,0,0
JAWA TIMUR,0,51,1,0,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,47,1,0,0,0
JAWA TIMUR,0,45,1,0,0,0
JAWA TIMUR,0,59,1,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,29,1,0,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,43,1,0,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,46,1,0,0,0
JAWA TIMUR,0,50,1,0,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,46,1,0,0,0
JAWA TIMUR,0,32,1,1,0,1
JAWA TIMUR,0,49,2,1,0,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,32,1,1,0,0
JAWA TIMUR,0,32,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,38,1,1,0,1
JAWA TIMUR,0,48,2,1,0,0
JAWA TIMUR,0,64,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,44,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,27,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,65,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,63,1,1,0,0
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,40,2,1,0,0
JAWA TIMUR,0,99,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,28,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,33,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,99,2,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,41,1,1,0,1
JAWA TIMUR,0,47,1,1,0,1
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,50,2,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,40,2,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,66,1,0,0,0
JAWA TIMUR,0,59,1,0,0,0
JAWA TIMUR,0,33,1,0,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,47,1,0,0,0
JAWA TIMUR,0,61,1,0,0,0
JAWA TIMUR,0,41,1,0,0,0
JAWA TIMUR,0,50,1,0,0,0
JAWA TIMUR,1,60,1,1,0,0
JAWA TIMUR,0,47,2,0,0,0
JAWA TIMUR,0,56,1,0,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,44,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,32,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,34,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,28,1,1,0,0
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,36,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,62,1,0,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,45,1,1,0,1
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,74,1,1,0,0
JAWA TIMUR,0,33,1,1,0,0
JAWA TIMUR,0,58,1,1,0,1
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,70,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,59,1,1,0,0
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,63,1,1,0,0
JAWA TIMUR,0,42,1,1,0,0
JAWA TIMUR,0,53,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,64,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,51,2,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,70,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,63,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,55,2,1,0,0
JAWA TIMUR,0,59,1,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,59,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,34,1,1,0,0
JAWA TIMUR,0,46,1,1,0,0
JAWA TIMUR,0,57,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,52,1,1,0,1
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,44,1,1,0,0
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,62,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,50,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,47,1,1,0,0
JAWA TIMUR,0,51,1,1,0,0
JAWA TIMUR,0,58,1,1,0,0
JAWA TIMUR,0,55,1,1,0,0
JAWA TIMUR,0,47,1,1,1,0
JAWA TIMUR,0,49,1,1,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,43,1,1,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,56,1,1,0,0
JAWA TIMUR,0,52,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,40,1,1,0,0
JAWA TIMUR,0,60,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,45,1,1,0,0
JAWA TIMUR,0,54,1,1,0,1
JAWA TIMUR,0,48,1,1,0,1
JAWA TIMUR,1,49,1,1,0,1
JAWA TIMUR,0,49,1,1,0,1
JAWA TIMUR,0,46,1,1,0,1
JAWA TIMUR,0,55,1,0,0,1
JAWA TIMUR,0,54,1,1,0,1
JAWA TIMUR,0,42,1,1,0,1
JAWA TIMUR,0,64,1,1,0,1
JAWA TIMUR,0,50,1,1,0,1
JAWA TIMUR,0,54,1,1,0,0
JAWA TIMUR,0,52,1,0,0,0
JAWA TIMUR,0,54,1,0,0,0
JAWA TIMUR,0,39,1,1,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,37,1,0,0,0
JAWA TIMUR,0,48,1,1,0,0
JAWA TIMUR,0,61,1,1,0,0
JAWA TIMUR,0,37,1,0,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,58,1,0,0,0
JAWA TIMUR,1,58,1,1,0,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,55,1,0,0,0
JAWA TIMUR,0,57,1,0,0,0
JAWA TIMUR,0,38,1,0,0,0
JAWA TIMUR,0,41,1,1,0,0
JAWA TIMUR,0,37,1,1,0,0
JAWA TIMUR,0,35,1,0,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,36,1,0,0,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,40,1,0,0,0
JAWA TIMUR,0,48,1,0,0,0
JAWA TIMUR,0,54,2,0,0,0
JAWA TIMUR,0,35,1,0,0,0
JAWA TIMUR,0,35,1,1,0,0
JAWA TIMUR,0,36,1,0,0,0
JAWA TIMUR,0,38,1,1,0,0
JAWA TIMUR,0,50,1,0,0,1
